WB,Country,Product Diversification,GDP
ROW,13,,
ABW,,,
ADO,,3.39142,
AFG,Afghanistan,3.80037,
AGO,Angola,3.88447,1030.015879
AIA,Anguilla,,
ALB,Albania,2.95958,853.4663306
ARE,United Arab Emirates,5.51921,68470.92018
ARG,Argentina,2.77832,2901.373094
ARM,Armenia,,
ATG,Antigua and Barbuda,5.27571,1145.746351
AUS,Australia,2.45059,4706.092617
AUT,Austria,1.34678,4068.669253
AZE,Azerbaijan,,
BDI,Burundi,5.49166,159.1221269
BEL,Belgium,1.26498,4043.417123
BEN,Benin,3.7099,349.6730325
BFA,Burkina Faso,4.65284,222.1977165
BGD,Bangladesh,,281.9354159
BGR,Bulgaria,1.97803,1168.846316
BHR,Bahrain,4.2511,6952.77982
BHS,"Bahamas, The",3.54735,4327.887391
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,4.00356,582.0138862
BMU,,4.28898,
BOL,Bolivia,4.71665,874.6151027
BRA,Brazil,3.18932,1347.662175
BRB,Barbados,3.19033,1550.649222
CAF,Central African Republic,4.44401,206.7719206
CAN,Canada,2.19012,4627.603787
CHE,Switzerland,1.72768,7689.631176
CHL,Chile,4.74383,1591.967109
CHN,China,1.75012,105.2224036
CIV,Côte d'Ivoire,4.15484,676.8152939
CMR,Cameroon,4.09398,477.1222263
COD,"Congo, Democratic Republic of the",3.96449,457.4296826
COG,"Congo, Republic of",3.92432,757.9937918
COL,Colombia,4.45144,1078.67781
COM,Comoros,2.11853,297.8221506
CPV,Cabo Verde,3.41701,
CRI,Costa Rica,4.11638,
CUB,,4.67139,
CYM,,3.22635,
CYP,Cyprus,3.41622,2173.837252
CZE,Czech Republic,,
DEU,Germany,1.2677,4435.075559
DJI,Djibouti,3.05002,
DMA,Dominica,5.77079,
DNK,Denmark,1.60997,4900.99306
DOM,Dominican Republic,4.33447,805.5311054
DZA,Algeria,5.03644,2165.972248
ECU,Ecuador,4.86747,958.8471648
EGY,Egypt,3.91625,802.8720685
ERI,Eritrea,,
ESP,Spain,1.59181,3117.692421
EST,Estonia,,
ETH,Ethiopia,,155.5102312
FIN,Finland,2.43667,3607.949175
FJI,Fiji,3.92027,904.4011118
FRA,France,1.08043,4211.22139
FRO,,4.39732,
GAB,Gabon,4.58746,4636.241018
GBR,United Kingdom,1.18134,3717.494174
GEO,Georgia,,
GHA,Ghana,4.87397,556.8233745
GIB,,2.74342,
GIN,Guinea,5.23445,
GMB,"Gambia, The",4.71562,228.6504567
GNB,Guinea-Bissau,4.33409,
GNQ,Equatorial Guinea,4.51066,
GRC,Greece,2.51335,3241.967303
GRD,Grenada,3.81006,538.6099306
GRL,,4.87039,
GTM,Guatemala,3.35778,1083.045721
GUY,Guyana,4.2356,963.7559124
HKG,Hong Kong SAR,2.81044,1867.861744
HND,Honduras,4.13026,637.702848
HRV,Croatia,,
HTI,Haiti,3.62791,408.4393008
HUN,Hungary,1.65896,2064.551809
IDN,Indonesia,3.80967,362.835561
IND,India,2.37147,263.3025404
IRL,Ireland,1.95836,2730.859424
IRN,Iran,5.17478,3583.562327
IRQ,Iraq,6.00739,
ISL,Iceland,4.18527,3282.851601
ISR,Israel,2.81135,2793.894832
ITA,Italy,1.39425,3935.099806
JAM,Jamaica,4.40038,1676.112941
JOR,Jordan,3.04853,1389.065522
JPN,Japan,1.49881,3170.474459
KAZ,Kazakhstan,,
KEN,Kenya,3.41978,387.6830559
KGZ,Kyrgyz Republic,,
KHM,Cambodia,4.23514,
KIR,Kiribati,6.0237,
KNA,St. Kitts and Nevis,,1001.330573
KOR,Korea,2.83768,546.577586
KWT,Kuwait,5.72322,29205.47414
LAO,Lao P.D.R.,4.13975,230.8157503
LBN,Lebanon,2.09411,5010.481939
LBR,Liberia,5.25221,
LBY,Libya,6.3949,10015.09341
LCA,St. Lucia,4.46987,633.9307058
LKA,Sri Lanka,4.8125,389.9735035
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.42266,
MAR,Morocco,3.28679,583.6663711
MDA,Moldova,,
MDG,Madagascar,3.57666,556.3610025
MDV,Maldives,3.7129,589.8960492
MEX,Mexico,2.27561,1964.570031
