WB,Country,Product Diversification,GDP
ROW,19,,
ABW,,,
ADO,,3.08208,
AFG,Afghanistan,3.60263,
AGO,Angola,5.03118,1322.861933
AIA,Anguilla,,
ALB,Albania,3.37423,1326.188145
ARE,United Arab Emirates,6.15011,80554.00866
ARG,Argentina,2.29152,4580.16539
ARM,Armenia,,
ATG,Antigua and Barbuda,3.94373,2400.65263
AUS,Australia,2.53281,7326.908953
AUT,Austria,1.30322,7377.343998
AZE,Azerbaijan,,
BDI,Burundi,5.31223,253.2322082
BEL,Belgium,1.28643,7312.313481
BEN,Benin,3.55868,494.5613062
BFA,Burkina Faso,4.34455,230.3908674
BGD,Bangladesh,4.26718,362.7618028
BGR,Bulgaria,1.848,2640.393953
BHR,Bahrain,3.63916,13214.115
BHS,"Bahamas, The",4.37471,5766.611733
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.94868,881.0216517
BMU,,3.36556,
BOL,Bolivia,3.55135,1632.40918
BRA,Brazil,2.73585,2993.907799
BRB,Barbados,2.61527,3340.802298
CAF,Central African Republic,4.4131,306.84472
CAN,Canada,2.25868,7966.031424
CHE,Switzerland,1.71444,11366.54235
CHL,Chile,3.84538,1942.316283
CHN,China,1.67729,183.4511448
CIV,Côte d'Ivoire,4.04521,1230.883774
CMR,Cameroon,4.02623,749.1239795
COD,"Congo, Democratic Republic of the",4.2195,599.0282796
COG,"Congo, Republic of",4.85495,1213.352727
COL,Colombia,3.99356,1828.21482
COM,Comoros,4.58776,458.0289615
CPV,Cabo Verde,4.10877,
CRI,Costa Rica,3.76316,
CUB,,5.64585,
CYM,,3.06528,
CYP,Cyprus,2.87572,3093.548753
CZE,Czech Republic,,
DEU,Germany,1.24499,7464.953691
DJI,Djibouti,3.47083,
DMA,Dominica,5.39047,
DNK,Denmark,1.46458,8149.547596
DOM,Dominican Republic,3.82898,1641.912678
DZA,Algeria,5.66749,3699.218347
ECU,Ecuador,4.55702,2156.230195
EGY,Egypt,3.72437,1424.893474
ERI,Eritrea,,
ESP,Spain,1.40032,5745.846008
EST,Estonia,,
ETH,Ethiopia,,231.0456392
FIN,Finland,2.19477,6271.861991
FJI,Fiji,4.14997,1561.356544
FRA,France,1.11697,7255.850259
FRO,,4.6949,
GAB,Gabon,5.10737,12168.09979
GBR,United Kingdom,1.16939,6084.23261
GEO,Georgia,,
GHA,Ghana,4.64227,645.0682395
GIB,,2.93571,
GIN,Guinea,5.63952,
GMB,"Gambia, The",4.90127,471.4203168
GNB,Guinea-Bissau,4.37085,
GNQ,Equatorial Guinea,5.11026,
GRC,Greece,2.10072,6193.230839
GRD,Grenada,4.22379,1216.800878
GRL,,4.26278,
GTM,Guatemala,3.45633,1891.821481
GUY,Guyana,4.17084,1549.837551
