WB,Country,Product Diversification,GDP
ROW,21,,
ABW,,,
ADO,,3.3436,
AFG,Afghanistan,3.65339,
AGO,Angola,5.07062,1339.840294
AIA,Anguilla,,
ALB,Albania,3.00651,1594.699198
ARE,United Arab Emirates,6.16036,77018.44271
ARG,Argentina,2.17642,5123.035199
ARM,Armenia,,
ATG,Antigua and Barbuda,3.53085,2945.857149
AUS,Australia,2.40676,8454.549354
AUT,Austria,1.32327,8775.877981
AZE,Azerbaijan,,
BDI,Burundi,5.02595,315.2439985
BEL,Belgium,1.36473,8609.622917
BEN,Benin,3.56736,579.935
BFA,Burkina Faso,4.18451,273.3154948
BGD,Bangladesh,4.12207,436.1932389
BGR,Bulgaria,1.85644,3379.082742
BHR,Bahrain,4.16614,15312.11895
BHS,"Bahamas, The",4.26596,6927.392376
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.81347,1128.796552
BMU,,3.58442,
BOL,Bolivia,3.63637,1870.216835
BRA,Brazil,2.43213,3572.064432
BRB,Barbados,2.60078,3917.08486
CAF,Central African Republic,4.54208,363.7611344
CAN,Canada,2.09536,9581.986933
CHE,Switzerland,1.68562,13364.2046
CHL,Chile,3.65722,2558.883437
CHN,China,1.74737,236.6545283
CIV,Côte d'Ivoire,4.11883,1496.218063
CMR,Cameroon,4.22179,905.4406283
COD,"Congo, Democratic Republic of the",4.27556,612.5249196
COG,"Congo, Republic of",4.76902,1326.201085
COL,Colombia,4.46197,2308.215314
COM,Comoros,3.62024,528.3666609
CPV,Cabo Verde,3.93971,
CRI,Costa Rica,3.81375,
CUB,,5.65775,
CYM,,3.47455,
CYP,Cyprus,2.83166,4329.289532
CZE,Czech Republic,,
DEU,Germany,1.27975,9045.226634
DJI,Djibouti,2.75745,
DMA,Dominica,5.23541,
DNK,Denmark,1.55159,9507.765872
DOM,Dominican Republic,3.44937,1912.336116
DZA,Algeria,5.81512,4630.145115
ECU,Ecuador,4.13601,2633.398812
EGY,Egypt,4.08404,1830.859975
ERI,Eritrea,,
ESP,Spain,1.41979,6759.357809
EST,Estonia,,
ETH,Ethiopia,,249.7645497
FIN,Finland,2.19406,7329.873608
FJI,Fiji,3.94809,1689.803974
FRA,France,1.1401,8746.025622
FRO,,4.62718,
GAB,Gabon,4.93952,7681.027178
GBR,United Kingdom,1.22534,7394.745984
GEO,Georgia,,
GHA,Ghana,4.91868,782.540365
GIB,,2.60044,
GIN,Guinea,5.55732,
GMB,"Gambia, The",4.5949,542.7393898
GNB,Guinea-Bissau,3.44167,
GNQ,Equatorial Guinea,4.91865,
GRC,Greece,2.20079,7581.356996
GRD,Grenada,4.4021,1485.292912
GRL,,4.40415,
GTM,Guatemala,3.52893,2310.921454
GUY,Guyana,4.25876,1569.751623
HKG,Hong Kong SAR,2.62828,5048.254222
HND,Honduras,3.96599,1182.724651
HRV,Croatia,,
HTI,Haiti,3.0914,818.9745222
HUN,Hungary,1.51946,5237.928934
IDN,Indonesia,4.48969,950.1216705
IND,India,2.20178,481.1777327
IRL,Ireland,1.87269,5831.644253
IRN,Iran,5.9806,6978.257132
IRQ,Iraq,6.33254,
ISL,Iceland,4.23926,8331.444511
ISR,Israel,3.05558,5684.382279
ITA,Italy,1.37647,8181.486066
JAM,Jamaica,4.46589,2631.541607
JOR,Jordan,2.51156,2908.036366
JPN,Japan,1.79209,6750.77761
KAZ,Kazakhstan,,
KEN,Kenya,3.51433,822.4326697
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.63797,
KIR,Kiribati,5.92411,
KNA,St. Kitts and Nevis,,2529.024399
KOR,Korea,2.06006,1785.935436
KWT,Kuwait,5.39767,36901.38548
LAO,Lao P.D.R.,3.58052,421.4309182
LBN,Lebanon,1.78995,4838.920733
LBR,Liberia,4.40279,
LBY,Libya,6.11192,21640.24616
LCA,St. Lucia,3.68326,1571.538916
LKA,Sri Lanka,4.29704,798.4397068
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.26611,
MAR,Morocco,3.41364,1232.042026
MDA,Moldova,,
MDG,Madagascar,4.31912,728.7268795
MDV,Maldives,5.60634,761.9867729
MEX,Mexico,2.27181,4070.416219
MKD,"Macedonia, FYR",,
MLI,Mali,4.3136,444.6341837
MLT,Malta,3.20338,
MMR,Myanmar,3.66612,
MNG,Mongolia,4.59985,
MOZ,Mozambique,3.34786,144.3046544
MRT,Mauritania,5.31522,
MSR,,3.87207,
MUS,Mauritius,4.19285,1829.361409
MWI,Malawi,4.82902,323.7144228
MYS,Malaysia,3.37778,2535.023767
NCL,,5.35603,
NER,Niger,5.17076,418.6204266
NGA,Nigeria,5.91746,
NIC,Nicaragua,3.48899,
NLD,Netherlands,1.14727,
NOR,Norway,2.3601,11718.87033
NPL,Nepal,2.92053,386.9440273
NZL,New Zealand,2.80629,7667.761305
OMN,Oman,5.98541,8614.156479
PAK,Pakistan,3.09723,711.782407
