WB,Country,Product Diversification,GDP
ROW,16,,
ABW,,,
ADO,,3.25228,
AFG,Afghanistan,3.67547,
AGO,Angola,3.78756,1280.404867
AIA,Anguilla,,
ALB,Albania,3.03739,995.0040488
ARE,United Arab Emirates,6.13101,64547.88818
ARG,Argentina,2.56368,3852.698416
ARM,Armenia,,
ATG,Antigua and Barbuda,5.10082,1655.410613
AUS,Australia,2.50414,5653.957218
AUT,Austria,1.35685,5436.164825
AZE,Azerbaijan,,
BDI,Burundi,4.91897,197.0084123
BEL,Belgium,1.31533,5401.667335
BEN,Benin,4.07956,423.501759
BFA,Burkina Faso,4.03077,181.2554453
BGD,Bangladesh,4.66071,259.2201408
BGR,Bulgaria,1.9633,1682.233021
BHR,Bahrain,3.82795,9297.409262
BHS,"Bahamas, The",3.9007,5045.089109
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.64388,689.5555068
BMU,,4.14631,
BOL,Bolivia,3.83811,1174.400708
BRA,Brazil,2.78935,2039.377526
BRB,Barbados,2.96316,2041.352742
CAF,Central African Republic,4.16569,233.4185754
CAN,Canada,2.20809,5940.041195
CHE,Switzerland,1.73037,9526.947093
CHL,Chile,4.71415,1777.220514
CHN,China,1.74652,142.4192879
CIV,Côte d'Ivoire,4.05907,839.6055023
CMR,Cameroon,3.84617,567.6397284
COD,"Congo, Democratic Republic of the",4.03972,558.9783498
COG,"Congo, Republic of",4.0235,946.539117
COL,Colombia,3.90279,1395.719436
COM,Comoros,4.23874,364.0711574
CPV,Cabo Verde,3.81551,
CRI,Costa Rica,3.99848,
CUB,,4.69598,
CYM,,4.53443,
CYP,Cyprus,3.3058,3074.730175
CZE,Czech Republic,,
DEU,Germany,1.27254,5649.407875
DJI,Djibouti,3.54684,
DMA,Dominica,5.58882,
DNK,Denmark,1.59307,6250.240692
DOM,Dominican Republic,4.01885,1184.155423
DZA,Algeria,5.22041,2648.538683
ECU,Ecuador,4.43574,1522.033943
EGY,Egypt,3.72454,934.5988198
ERI,Eritrea,,
ESP,Spain,1.52463,4278.6999
EST,Estonia,,
ETH,Ethiopia,,190.1448289
FIN,Finland,2.32662,4829.271921
FJI,Fiji,3.85265,1260.065972
FRA,France,1.10788,5468.614941
FRO,,4.10596,
GAB,Gabon,4.66077,6330.134271
GBR,United Kingdom,1.17513,4833.270353
GEO,Georgia,,
GHA,Ghana,4.5657,600.9113412
GIB,,2.63344,
GIN,Guinea,5.22244,
GMB,"Gambia, The",4.30609,322.8104623
GNB,Guinea-Bissau,4.226,
GNQ,Equatorial Guinea,5.1933,
GRC,Greece,2.26205,4749.90162
