WB,Country,Product Diversification,GDP
ROW,23,,
ABW,,,
ADO,,3.33358,
AFG,Afghanistan,4.07593,
AGO,Angola,5.74937,1685.034549
AIA,Anguilla,,
ALB,Albania,2.6913,2008.069648
ARE,United Arab Emirates,5.80739,74962.94807
ARG,Argentina,2.3406,6328.632189
ARM,Armenia,,
ATG,Antigua and Barbuda,3.90995,4044.060252
AUS,Australia,2.3858,10437.35455
AUT,Austria,1.28989,11201.81471
AZE,Azerbaijan,,
BDI,Burundi,5.37882,339.4216159
BEL,Belgium,1.33069,10838.9905
BEN,Benin,3.8197,737.4421385
BFA,Burkina Faso,4.0912,325.9498811
BGD,Bangladesh,4.1607,510.2975135
BGR,Bulgaria,2.21499,4496.604116
BHR,Bahrain,4.38944,17583.38895
BHS,"Bahamas, The",4.30079,9334.405451
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.97402,1369.214022
BMU,,3.94637,
BOL,Bolivia,3.62546,2159.108602
BRA,Brazil,2.2404,4809.62615
BRB,Barbados,2.53273,5418.318784
CAF,Central African Republic,4.5357,406.3648181
CAN,Canada,1.92122,11738.67513
CHE,Switzerland,1.67326,17032.23961
CHL,Chile,3.6849,3436.120058
CHN,China,1.8139,309.9588262
CIV,Côte d'Ivoire,3.85003,1700.173754
CMR,Cameroon,4.22728,1175.419143
COD,"Congo, Democratic Republic of the",4.40784,683.428127
COG,"Congo, Republic of",5.24628,1912.803893
COL,Colombia,4.34412,2772.122958
COM,Comoros,4.22383,696.5092237
CPV,Cabo Verde,4.23707,797.8385441
CRI,Costa Rica,3.53537,3413.766381
CUB,,5.52764,
CYM,,4.15841,
CYP,Cyprus,2.46903,6319.567332
CZE,Czech Republic,,
DEU,Germany,1.23651,11231.45162
DJI,Djibouti,3.36588,
DMA,Dominica,3.61513,
DNK,Denmark,1.48266,11528.76419
DOM,Dominican Republic,3.42833,2409.064225
DZA,Algeria,5.55809,4620.985624
ECU,Ecuador,4.04341,3245.692284
EGY,Egypt,4.92623,2245.700372
ERI,Eritrea,,
ESP,Spain,1.38318,7940.11484
EST,Estonia,,
ETH,Ethiopia,,312.0420084
FIN,Finland,2.11369,9677.938666
FJI,Fiji,4.06381,2114.500392
FRA,France,1.13795,10763.97551
FRO,,4.77189,
GAB,Gabon,5.20858,9056.103957
GBR,United Kingdom,1.39531,8850.671568
GEO,Georgia,,
GHA,Ghana,4.76187,971.4709203
GIB,,2.4977,
GIN,Guinea,5.58108,
GMB,"Gambia, The",4.23901,729.8331899
GNB,Guinea-Bissau,4.18069,564.0956574
GNQ,Equatorial Guinea,4.91277,454.3888786
GRC,Greece,2.17757,9083.293176
GRD,Grenada,4.68823,2139.833981
GRL,,4.36955,
GTM,Guatemala,3.12179,2800.720306
GUY,Guyana,4.18496,1689.864564
HKG,Hong Kong SAR,2.4107,6771.004439
HND,Honduras,3.73653,1441.032116
HRV,Croatia,,
HTI,Haiti,2.934,1077.043328
HUN,Hungary,1.52,6305.743525
IDN,Indonesia,4.48967,1250.408247
IND,India,2.12247,557.0483692
IRL,Ireland,1.79285,7196.032154
IRN,Iran,5.65416,5352.574953
IRQ,Iraq,6.35966,
ISL,Iceland,4.2617,10698.23959
ISR,Israel,2.64084,6990.404855
ITA,Italy,1.36745,10543.69229
JAM,Jamaica,4.52767,2887.85067
JOR,Jordan,2.78083,3693.359792
JPN,Japan,1.84238,8536.07401
KAZ,Kazakhstan,,
KEN,Kenya,3.07223,1018.595332
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.38854,
KIR,Kiribati,4.85376,972.0504086
KNA,St. Kitts and Nevis,,3280.751798
KOR,Korea,1.93179,2183.962009
KWT,Kuwait,5.20634,33178.75515
LAO,Lao P.D.R.,3.25618,521.3318238
LBN,Lebanon,1.82228,6070.664444
LBR,Liberia,4.38316,
LBY,Libya,6.18359,25548.61843
LCA,St. Lucia,4.07983,2134.943742
LKA,Sri Lanka,3.81855,1028.824632
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.05949,
MAR,Morocco,3.38376,1494.825775
MDA,Moldova,,
MDG,Madagascar,4.11906,894.8563091
MDV,Maldives,4.36411,1126.98808
MEX,Mexico,3.4065,5631.259404
MKD,"Macedonia, FYR",,
MLI,Mali,4.42531,584.9754061
MLT,Malta,3.11671,6115.959694
MMR,Myanmar,3.53767,
MNG,Mongolia,3.9699,
MOZ,Mozambique,3.26185,172.0762525
MRT,Mauritania,5.67849,
MSR,,2.68023,
MUS,Mauritius,4.21729,1943.811958
MWI,Malawi,4.47898,367.900973
