WB,Country,Product Diversification,GDP
ROW,20,,
ABW,,,
ADO,,3.37676,
AFG,Afghanistan,3.78735,
AGO,Angola,5.08356,1368.065304
AIA,Anguilla,,
ALB,Albania,3.16422,1449.672982
ARE,United Arab Emirates,6.08568,86098.57055
ARG,Argentina,2.27164,5032.172173
ARM,Armenia,,
ATG,Antigua and Barbuda,3.62957,2675.436983
AUS,Australia,2.48325,7811.860899
AUT,Austria,1.34934,8216.350629
AZE,Azerbaijan,,
BDI,Burundi,5.44275,296.6940437
BEL,Belgium,1.32011,7823.80057
BEN,Benin,3.31708,541.0628312
BFA,Burkina Faso,4.42024,236.9924726
BGD,Bangladesh,4.3007,392.355249
BGR,Bulgaria,1.88621,2987.421511
BHR,Bahrain,3.7745,13932.91206
BHS,"Bahamas, The",4.56967,6005.409007
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.80177,976.7357224
BMU,,3.7184,
BOL,Bolivia,3.77039,1764.991185
BRA,Brazil,2.73322,3252.727328
BRB,Barbados,2.54555,3569.454207
CAF,Central African Republic,4.46829,333.9867633
CAN,Canada,2.21281,8667.881948
CHE,Switzerland,1.74806,12422.81433
CHL,Chile,3.70536,2238.917779
CHN,China,1.74351,207.996359
CIV,Côte d'Ivoire,4.19243,1317.686113
CMR,Cameroon,4.11861,820.2769745
COD,"Congo, Democratic Republic of the",4.17409,622.9438885
COG,"Congo, Republic of",4.63118,1187.152338
COL,Colombia,4.36139,2035.224025
COM,Comoros,3.82274,492.4052479
CPV,Cabo Verde,4.26762,
CRI,Costa Rica,3.95049,
CUB,,5.56454,
CYM,,4.00244,
CYP,Cyprus,2.83088,3812.065671
CZE,Czech Republic,,
DEU,Germany,1.24661,8189.002373
DJI,Djibouti,3.34292,
DMA,Dominica,5.2763,
DNK,Denmark,1.47419,8775.489436
DOM,Dominican Republic,3.8517,1790.212978
DZA,Algeria,5.82942,4090.335045
ECU,Ecuador,4.40694,2375.13534
EGY,Egypt,3.77175,1615.710268
ERI,Eritrea,,
ESP,Spain,1.42506,6251.50958
EST,Estonia,,
ETH,Ethiopia,,241.3892498
FIN,Finland,2.15592,6683.757032
FJI,Fiji,4.37272,1575.790288
FRA,France,1.13004,7938.24967
FRO,,4.55597,
