WB,Country,Product Diversification,GDP
ROW,28,,
ABW,,,
ADO,,3.43934,
AFG,Afghanistan,3.7392,
AGO,Angola,6.17354,1898.394955
AIA,Anguilla,6.02998,
ALB,Albania,3.0471,2583.983035
ARE,United Arab Emirates,5.32277,68448.12562
ARG,Argentina,2.56589,6756.628481
ARM,Armenia,,
ATG,Antigua and Barbuda,3.87835,7197.637982
AUS,Australia,2.51942,14575.03609
AUT,Austria,1.26754,15496.07352
AZE,Azerbaijan,,
BDI,Burundi,5.6924,488.3365196
BEL,Belgium,1.30934,14649.89886
BEN,Benin,4.56778,862.4370949
BFA,Burkina Faso,4.0485,460.9214057
BGD,Bangladesh,3.89889,692.6838346
BGR,Bulgaria,1.92427,6902.854455
BHR,Bahrain,3.69432,22987.0382
BHS,"Bahamas, The",4.0401,12806.8662
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.71959,1719.276888
BMU,,4.79377,
BOL,Bolivia,4.7814,2148.756722
BRA,Brazil,2.07852,5883.115356
BRB,Barbados,3.31717,6863.435182
CAF,Central African Republic,4.5613,537.2722006
CAN,Canada,2.17998,16369.03835
CHE,Switzerland,1.5931,23105.40639
CHL,Chile,3.5102,3941.653049
CHN,China,2.10084,618.7510694
CIV,Côte d'Ivoire,3.64693,1888.547603
CMR,Cameroon,4.82208,2067.738548
COD,"Congo, Democratic Republic of the",4.28226,804.4213523
COG,"Congo, Republic of",5.59652,2389.657463
COL,Colombia,4.05638,3691.32656
COM,Comoros,5.10184,964.2556058
CPV,Cabo Verde,4.25922,1287.224204
CRI,Costa Rica,3.48203,3856.042992
CUB,,3.28731,
CYM,,4.30754,
CYP,Cyprus,2.4573,10074.13216
CZE,Czech Republic,,
DEU,Germany,1.33939,15491.37945
DJI,Djibouti,3.44108,
DMA,Dominica,4.68243,2763.42287
DNK,Denmark,1.48485,17060.61147
DOM,Dominican Republic,3.01516,3040.116145
DZA,Algeria,4.92542,6455.511456
ECU,Ecuador,4.62042,4058.056526
EGY,Egypt,5.02205,3496.537635
ERI,Eritrea,,
ESP,Spain,1.56377,10636.63825
EST,Estonia,,
ETH,Ethiopia,,327.1697593
FIN,Finland,2.0926,13912.57769
FJI,Fiji,3.55181,2594.940827
FRA,France,1.15412,14640.28598
FRO,,4.88511,
GAB,Gabon,5.54674,11852.91571
GBR,United Kingdom,1.73208,12782.32426
GEO,Georgia,,
GHA,Ghana,4.63377,974.1137396
GIB,,3.48177,
GIN,Guinea,5.80675,
GMB,"Gambia, The",4.14344,901.1545044
GNB,Guinea-Bissau,3.83063,722.7532188
GNQ,Equatorial Guinea,5.1624,531.2563752
GRC,Greece,2.14208,11397.558
GRD,Grenada,4.43541,2953.717135
GRL,,4.82598,
GTM,Guatemala,3.15766,3010.718559
GUY,Guyana,4.35179,1862.109785
