WB,Country,Product Diversification,GDP
ROW,22,,
ABW,,,
ADO,,3.45133,
AFG,Afghanistan,3.65972,
AGO,Angola,5.42626,1409.19424
AIA,Anguilla,,
ALB,Albania,3.28244,1774.235395
ARE,United Arab Emirates,6.09108,76857.31424
ARG,Argentina,2.41914,5849.886355
ARM,Armenia,,
ATG,Antigua and Barbuda,3.71905,3438.744564
AUS,Australia,2.39372,9423.916755
AUT,Austria,1.29149,10042.91404
AZE,Azerbaijan,,
BDI,Burundi,5.07886,340.0014525
BEL,Belgium,1.35389,9574.6629
BEN,Benin,3.75099,633.8028394
BFA,Burkina Faso,4.32525,292.7092655
BGD,Bangladesh,4.22339,467.0110133
BGR,Bulgaria,2.02066,3914.229237
BHR,Bahrain,4.32213,15672.61914
BHS,"Bahamas, The",4.38545,8149.964304
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.2752,1281.435817
BMU,,3.65442,
BOL,Bolivia,3.54562,2008.099749
BRA,Brazil,2.24292,4031.539478
BRB,Barbados,2.49619,4762.018881
CAF,Central African Republic,4.63113,393.1137422
CAN,Canada,1.94982,10670.87554
CHE,Switzerland,1.6483,14783.87365
CHL,Chile,3.71328,2960.249475
CHN,China,1.7248,268.184197
CIV,Côte d'Ivoire,4.00178,1591.199064
CMR,Cameroon,4.0522,1015.794692
COD,"Congo, Democratic Republic of the",4.30376,645.232439
COG,"Congo, Republic of",5.0657,1552.098421
COL,Colombia,4.44555,2574.455345
COM,Comoros,4.57417,610.548072
CPV,Cabo Verde,4.28321,
CRI,Costa Rica,3.82462,
CUB,,5.6299,
CYM,,3.8045,
CYP,Cyprus,2.61648,5531.607543
CZE,Czech Republic,,
DEU,Germany,1.27272,10207.45306
DJI,Djibouti,3.03905,
DMA,Dominica,5.14676,
DNK,Denmark,1.49014,10648.5164
DOM,Dominican Republic,3.44353,2115.589021
DZA,Algeria,5.67045,4619.838483
ECU,Ecuador,4.03108,2920.528216
EGY,Egypt,4.58537,1971.338867
ERI,Eritrea,,
ESP,Spain,1.40352,7207.583554
EST,Estonia,,
ETH,Ethiopia,,282.704219
FIN,Finland,2.17726,8468.863485
FJI,Fiji,3.95874,2015.933501
FRA,France,1.1486,9743.670422
FRO,,4.67059,
GAB,Gabon,4.99469,8364.87077
GBR,United Kingdom,1.30671,8301.058924
GEO,Georgia,,
GHA,Ghana,4.94263,847.756643
GIB,,2.73058,
GIN,Guinea,5.50188,
GMB,"Gambia, The",4.78447,684.1623132
GNB,Guinea-Bissau,4.38585,
GNQ,Equatorial Guinea,4.4531,
GRC,Greece,2.24019,8369.710111
GRD,Grenada,4.82256,1714.165807
GRL,,4.36905,
GTM,Guatemala,3.53145,2547.338865
GUY,Guyana,4.30236,1620.200578
HKG,Hong Kong SAR,2.54748,5777.357028
HND,Honduras,3.8091,1357.546492
HRV,Croatia,,
HTI,Haiti,2.93666,937.196125
HUN,Hungary,1.51672,5783.929001
IDN,Indonesia,4.36993,1068.909245
IND,India,2.11138,495.690727
IRL,Ireland,1.79759,6477.394097
IRN,Iran,5.75151,6456.149833
IRQ,Iraq,6.33182,
ISL,Iceland,4.22283,9381.1557
ISR,Israel,2.75924,6315.264844
ITA,Italy,1.42887,9374.411632
JAM,Jamaica,4.20959,2810.247554
JOR,Jordan,2.39084,3190.26617
JPN,Japan,1.80614,7648.825678
KAZ,Kazakhstan,,
KEN,Kenya,3.27377,911.9814657
KGZ,Kyrgyz Republic,,
KHM,Cambodia,2.87545,
KIR,Kiribati,6.23197,
KNA,St. Kitts and Nevis,,3019.978701
KOR,Korea,2.01471,2070.008967
KWT,Kuwait,5.367,40587.24386
LAO,Lao P.D.R.,3.79241,441.2644281
LBN,Lebanon,1.83455,5427.088136
LBR,Liberia,4.42062,
LBY,Libya,6.13082,24335.0218
LCA,St. Lucia,3.2586,1999.896136
LKA,Sri Lanka,3.99422,904.4538568
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,4.12833,
MAR,Morocco,3.28826,1360.45082
MDA,Moldova,,
MDG,Madagascar,4.17233,842.0428512
MDV,Maldives,4.77849,887.5625732
MEX,Mexico,2.6848,4704.010871
MKD,"Macedonia, FYR",,
MLI,Mali,4.21497,496.5956971
MLT,Malta,3.19456,5305.291596
MMR,Myanmar,3.49853,
MNG,Mongolia,4.05077,
MOZ,Mozambique,3.05315,154.4936322
MRT,Mauritania,5.74998,
MSR,,3.24162,
MUS,Mauritius,4.08853,2016.102173
MWI,Malawi,4.64437,354.7786346
MYS,Malaysia,3.46025,2882.458537
NCL,,5.59489,
NER,Niger,5.45421,496.7215663
NGA,Nigeria,6.02977,
NIC,Nicaragua,3.78201,
NLD,Netherlands,1.27672,
NOR,Norway,2.38776,13191.2234
NPL,Nepal,2.81354,388.0408699
NZL,New Zealand,2.77645,8041.83553
OMN,Oman,5.93097,7772.72758
PAK,Pakistan,3.0875,790.2019696
PAN,Panama,2.95553,3288.862625
PER,Peru,3.12403,2743.947265
PHL,Philippines,2.79736,1689.740345
PNG,Papua New Guinea,3.95027,660.3956086
POL,Poland,2.14792,4679.541847
PRK,,2.05961,
PRT,Portugal,1.97976,5220.432005
PRY,Paraguay,4.00514,2166.090848
PYF,,4.05278,
QAT,Qatar,6.27975,73154.00846
ROU,Romania,2.31325,4287.144583
RUS,Russia,,
RWA,Rwanda,5.25089,440.7684203
SAU,Saudi Arabia,6.08582,35624.75621
SDN,Sudan,4.25044,385.771761
SEN,Senegal,3.68272,756.4635276
SGP,Singapore,2.48415,7464.657214
SLB,Solomon Islands,4.21329,745.121839
SLE,Sierra Leone,4.32061,370.4168931
SLV,El Salvador,3.92097,2148.104629
SOM,Somalia,4.32894,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.44451,1341.287592
SUR,Suriname,4.19386,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.59547,9242.745529
SYC,Seychelles,3.71129,4112.909748
SYR,Syria,4.50957,1774.596092
TCD,Chad,5.25219,426.8550963
TGO,Togo,4.73591,765.0044193
THA,Thailand,2.76977,1418.422725
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.16311,585.7971478
TTO,Trinidad and Tobago,4.48857,
TUN,Tunisia,3.77784,1866.593319
TUR,Turkey,2.94275,3345.835155
TZA,Tanzania,3.52829,557.6936689
UGA,Uganda,6.08347,356.2786031
UKR,Ukraine,,
URY,Uruguay,2.38224,3729.632048
USA,United States,1.34439,11698.29713
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,3.96966,1532.926224
VEN,Venezuela,5.02331,7808.282834
VGB,,4.66839,
VNM,Vietnam,3.67703,423.3231898
WSM,Samoa,4.08369,
YEM,Yemen,3.09249,
ZAF,South Africa,2.24677,4088.040002
ZMB,Zambia,5.34821,1216.293526
ZWE,Zimbabwe,4.14278,
