WB,Country,Product Diversification,GDP
ROW,24,,
ABW,,,
ADO,,2.54133,
AFG,Afghanistan,3.58995,
AGO,Angola,5.82753,1714.955893
AIA,Anguilla,4.19793,
ALB,Albania,3.31153,2275.386627
ARE,United Arab Emirates,5.73292,81295.09447
ARG,Argentina,2.55389,6407.485692
ARM,Armenia,,
ATG,Antigua and Barbuda,3.07208,4605.306684
AUS,Australia,2.37842,11695.30469
AUT,Austria,1.28562,12210.98854
AZE,Azerbaijan,,
BDI,Burundi,5.08943,404.4046392
BEL,Belgium,1.33847,11808.05402
BEN,Benin,3.27885,794.3029816
BFA,Burkina Faso,4.52744,356.9863674
BGD,Bangladesh,4.05897,559.7349613
BGR,Bulgaria,2.31335,5159.637861
BHR,Bahrain,4.39721,19000.53134
BHS,"Bahamas, The",4.22219,9724.774438
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.83306,1497.275618
BMU,,3.47838,
BOL,Bolivia,3.79018,2187.159432
BRA,Brazil,2.17762,4917.42824
BRB,Barbados,2.59182,5811.680251
CAF,Central African Republic,4.52018,487.1044367
CAN,Canada,1.91262,13116.13975
CHE,Switzerland,1.65857,18820.66275
CHL,Chile,3.60421,3925.153147
CHN,China,1.78283,351.3188298
CIV,Côte d'Ivoire,3.68504,1881.035967
CMR,Cameroon,4.47983,1461.795738
COD,"Congo, Democratic Republic of the",4.35858,730.2028088
COG,"Congo, Republic of",5.52952,2081.785396
COL,Colombia,3.82516,3032.433668
COM,Comoros,4.58638,783.5893705
CPV,Cabo Verde,4.78579,931.6402969
CRI,Costa Rica,3.5117,3540.30428
CUB,,4.60904,
CYM,,3.28727,
CYP,Cyprus,2.44122,7031.968586
CZE,Czech Republic,,
DEU,Germany,1.25018,12270.58463
DJI,Djibouti,2.77769,
DMA,Dominica,4.70378,2045.948841
DNK,Denmark,1.50979,12517.61791
DOM,Dominican Republic,3.43311,2685.256827
DZA,Algeria,5.35772,5047.203036
ECU,Ecuador,4.35047,3584.280293
EGY,Egypt,4.94771,2440.038369
ERI,Eritrea,,
ESP,Spain,1.3411,8564.767639
EST,Estonia,,
ETH,Ethiopia,,333.1433351
FIN,Finland,2.02177,10679.05974
FJI,Fiji,4.13864,2392.366048
FRA,France,1.14655,11830.42838
FRO,,4.76741,
GAB,Gabon,4.98372,9301.014776
GBR,United Kingdom,1.58267,9597.103165
GEO,Georgia,,
GHA,Ghana,4.45264,973.8100477
GIB,,2.24538,
GIN,Guinea,5.68224,
GMB,"Gambia, The",4.02879,680.005037
GNB,Guinea-Bissau,3.71723,601.0755752
GNQ,Equatorial Guinea,4.73088,488.9436856
GRC,Greece,2.24131,9659.33034
GRD,Grenada,4.37743,2330.665382
GRL,,4.48128,
GTM,Guatemala,2.92418,3005.525079
GUY,Guyana,4.11837,1836.928758
HKG,Hong Kong SAR,2.39474,7896.517931
HND,Honduras,3.75604,1565.392659
HRV,Croatia,,
HTI,Haiti,2.77637,1168.915256
HUN,Hungary,1.48027,7094.808817
IDN,Indonesia,4.8381,1442.610431
IND,India,2.14785,632.4981937
IRL,Ireland,1.78852,7966.288825
IRN,Iran,5.94172,5181.203893
IRQ,Iraq,6.33777,
ISL,Iceland,4.23504,12069.53064
ISR,Israel,2.62011,7947.183951
ITA,Italy,1.33459,11606.81329
JAM,Jamaica,4.52794,3239.023518
JOR,Jordan,2.64962,4556.615322
JPN,Japan,1.91802,9652.37197
KAZ,Kazakhstan,,
KEN,Kenya,3.03474,1117.659355
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.24497,
KIR,Kiribati,4.75242,1025.795018
KNA,St. Kitts and Nevis,3.58356,3703.454785
KOR,Korea,1.96371,2519.725045
KWT,Kuwait,5.00585,28139.21225
LAO,Lao P.D.R.,3.54603,645.0517725
LBN,Lebanon,2.0913,6724.35087
LBR,Liberia,4.49971,
LBY,Libya,6.18104,21352.69142
LCA,St. Lucia,4.59843,2414.545465
LKA,Sri Lanka,3.71272,1169.227526
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.74822,
MAR,Morocco,3.46656,1548.837285
MDA,Moldova,,
MDG,Madagascar,4.22204,859.246527
MDV,Maldives,4.11592,1279.225795
MEX,Mexico,3.76792,6529.445138
MKD,"Macedonia, FYR",,
MLI,Mali,4.41861,598.9578911
MLT,Malta,3.11392,6807.841832
MMR,Myanmar,3.69948,
MNG,Mongolia,4.77734,
MOZ,Mozambique,3.37283,192.8398382
MRT,Mauritania,4.85067,
MSR,,2.97143,
MUS,Mauritius,4.21444,2217.050023
MWI,Malawi,4.36116,370.7123632
MYS,Malaysia,3.36127,3765.816268
NCL,,5.49448,
NER,Niger,5.5625,600.9683801
NGA,Nigeria,6.13258,
NIC,Nicaragua,3.937,
NLD,Netherlands,1.34099,12579.34385
NOR,Norway,2.8801,16574.02396
NPL,Nepal,2.91755,467.7095605
NZL,New Zealand,2.66756,9895.750968
OMN,Oman,6.24541,9737.729853
PAK,Pakistan,3.15189,1007.622865
PAN,Panama,2.98602,4129.853524
PER,Peru,3.27699,3530.944927
PHL,Philippines,2.71825,2079.773361
PNG,Papua New Guinea,4.08935,749.6786902
POL,Poland,1.94284,4634.71691
PRK,,1.92493,
PRT,Portugal,1.93382,6763.553249
PRY,Paraguay,3.64605,2962.177014
PYF,,4.64303,
QAT,Qatar,6.09504,69878.25092
ROU,Romania,2.5014,5214.656976
RUS,Russia,,
RWA,Rwanda,5.2131,482.8809963
SAU,Saudi Arabia,6.11999,41058.95913
SDN,Sudan,3.61946,472.1960751
SEN,Senegal,3.18882,916.5667077
SGP,Singapore,2.64054,10196.76528
SLB,Solomon Islands,4.41384,793.4947035
SLE,Sierra Leone,3.90583,402.0297052
SLV,El Salvador,3.95841,2147.306395
SOM,Somalia,4.72456,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.47462,1451.099186
SUR,Suriname,4.28532,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.59494,12012.83187
SYC,Seychelles,4.03906,4653.194427
SYR,Syria,4.5315,2371.632151
TCD,Chad,5.79821,413.1581889
TGO,Togo,4.46334,912.0342054
THA,Thailand,2.78128,1804.948537
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.53513,911.8580096
TTO,Trinidad and Tobago,4.60089,8491.915391
TUN,Tunisia,3.70292,2387.167303
TUR,Turkey,2.43894,3956.429627
TZA,Tanzania,3.77795,630.1367114
UGA,Uganda,5.93983,404.1994698
UKR,Ukraine,,
URY,Uruguay,2.6639,4735.165731
USA,United States,1.33217,13965.77296
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.19886,1922.413042
VEN,Venezuela,5.2287,8208.126631
VGB,,4.43438,
VNM,Vietnam,3.54286,493.4672592
WSM,Samoa,3.25625,
YEM,Yemen,3.96804,
ZAF,South Africa,2.38813,5200.573042
ZMB,Zambia,5.46215,1530.518292
ZWE,Zimbabwe,3.9384,
