WB,Country,Product Diversification,GDP
ROW,32,,
ABW,,3.61069,
ADO,,3.15457,
AFG,Afghanistan,4.153,
AGO,Angola,5.9542,2181.56833
AIA,Anguilla,3.14734,
ALB,Albania,2.88086,3047.458872
ARE,United Arab Emirates,4.83046,54733.22651
ARG,Argentina,1.94721,7251.978247
ARM,Armenia,,
ATG,Antigua and Barbuda,3.71537,11141.08029
AUS,Australia,2.29898,18037.8052
AUT,Austria,1.37832,18911.7179
AZE,Azerbaijan,,
BDI,Burundi,5.60095,567.4946368
BEL,Belgium,1.43564,18471.13986
BEN,Benin,4.77078,867.2548355
BFA,Burkina Faso,4.86284,543.7101781
BGD,Bangladesh,3.91352,801.4651592
BGR,Bulgaria,1.71714,8892.700483
BHR,Bahrain,3.27098,23869.63185
BHS,"Bahamas, The",4.21065,14927.6866
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.6225,2931.571492
BMU,,5.72768,
BOL,Bolivia,3.59659,2372.892742
BRA,Brazil,1.96451,7075.937544
BRB,Barbados,2.37513,8927.22301
CAF,Central African Republic,4.65364,631.8514763
CAN,Canada,1.94293,19847.58101
CHE,Switzerland,1.70544,28258.94323
CHL,Chile,3.54482,5528.379761
CHN,China,1.81262,922.2320401
CIV,Côte d'Ivoire,3.43273,2034.216301
CMR,Cameroon,3.89262,1962.582139
COD,"Congo, Democratic Republic of the",4.25716,847.6013379
COG,"Congo, Republic of",5.26452,3574.973283
COL,Colombia,3.6219,4588.235663
COM,Comoros,4.93598,984.8130902
CPV,Cabo Verde,4.52045,1600.47765
CRI,Costa Rica,3.22897,4694.114339
CUB,,4.03835,
CYM,,3.88451,
CYP,Cyprus,3.22787,14039.39386
CZE,Czech Republic,,
DEU,Germany,1.41691,19195.03124
DJI,Djibouti,2.79162,
DMA,Dominica,4.57979,3863.070844
DNK,Denmark,1.48805,20238.31997
DOM,Dominican Republic,3.13798,3784.639977
DZA,Algeria,4.43671,6649.996882
ECU,Ecuador,4.31822,4432.250101
EGY,Egypt,4.06694,4208.171958
ERI,Eritrea,,
ESP,Spain,1.49403,14328.92299
EST,Estonia,,
ETH,Ethiopia,,404.4591817
FIN,Finland,2.07712,18202.8857
FJI,Fiji,3.56135,3327.991593
FRA,France,1.29028,18524.20947
FRO,,4.76934,
GAB,Gabon,5.1901,12093.73771
GBR,United Kingdom,1.37364,16803.88721
GEO,Georgia,,
GHA,Ghana,4.14146,1212.206392
GIB,,3.41739,
GIN,Guinea,5.2205,
GMB,"Gambia, The",4.75481,964.2177082
GNB,Guinea-Bissau,4.27148,823.5396153
GNQ,Equatorial Guinea,5.04909,533.5121695
GRC,Greece,2.21684,13447.87616
GRD,Grenada,3.7756,4285.062622
GRL,,5.01788,
GTM,Guatemala,2.9912,3430.592049
GUY,Guyana,4.3062,1888.383921
HKG,Hong Kong SAR,2.30399,16017.14542
HND,Honduras,3.73121,2024.211363
HRV,Croatia,,
HTI,Haiti,3.21046,1295.17835
HUN,Hungary,1.45318,10911.63746
IDN,Indonesia,3.04302,2598.588999
IND,India,2.25999,1085.842008
IRL,Ireland,1.98892,12449.80216
IRN,Iran,5.82997,6135.693487
IRQ,Iraq,5.92874,
ISL,Iceland,4.19916,18113.61868
ISR,Israel,2.78897,11973.41328
ITA,Italy,1.40043,18929.46343
JAM,Jamaica,4.00941,4946.675273
JOR,Jordan,2.67523,4631.206767
JPN,Japan,2.12629,17517.91924
KAZ,Kazakhstan,,
KEN,Kenya,3.67804,1603.517857
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.8787,682.2255602
KIR,Kiribati,4.8531,1155.888344
KNA,St. Kitts and Nevis,4.24241,8645.853231
KOR,Korea,2.01061,6667.934562
KWT,Kuwait,4.55843,32493.36557
LAO,Lao P.D.R.,3.71768,966.4792397
LBN,Lebanon,2.5139,5313.093662
LBR,Liberia,5.04734,
LBY,Libya,5.66917,15244.60746
LCA,St. Lucia,4.74382,5476.824009
LKA,Sri Lanka,3.43093,1929.516705
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.74202,
MAR,Morocco,3.01531,2455.786331
MDA,Moldova,,
MDG,Madagascar,3.85161,1034.111394
MDV,Maldives,4.73377,2769.715745
MEX,Mexico,2.31207,7728.605844
MKD,"Macedonia, FYR",,
MLI,Mali,4.80457,810.6504329
MLT,Malta,3.65472,10953.13637
MMR,Myanmar,3.53003,
MNG,Mongolia,3.26605,
MOZ,Mozambique,2.82061,227.4519259
MRT,Mauritania,4.86153,
MSR,,3.79378,
MUS,Mauritius,3.75886,4388.976941
MWI,Malawi,4.91041,426.5625082
MYS,Malaysia,2.63219,6241.746999
NCL,,5.50474,
NER,Niger,5.78934,621.4511929
NGA,Nigeria,5.9778,
NIC,Nicaragua,3.60319,
NLD,Netherlands,1.16161,19537.40859
NOR,Norway,2.83884,26562.78329
