WB,Country,Product Diversification,GDP
ROW,25,,
ABW,,,
ADO,,4.64545,
AFG,Afghanistan,3.72547,
AGO,Angola,6.08565,1774.418091
AIA,Anguilla,5.40188,
ALB,Albania,3.44149,2435.05808
ARE,United Arab Emirates,5.54377,75338.31712
ARG,Argentina,2.36727,6481.425903
ARM,Armenia,,
ATG,Antigua and Barbuda,3.81741,4900.208678
AUS,Australia,2.42607,12225.73324
AUT,Austria,1.2627,13199.45973
AZE,Azerbaijan,,
BDI,Burundi,5.21052,412.8702148
BEL,Belgium,1.3544,12626.5465
BEN,Benin,3.69418,832.204703
BFA,Burkina Faso,4.39673,374.9862984
BGD,Bangladesh,3.88465,597.3385034
BGR,Bulgaria,2.04681,5690.271269
BHR,Bahrain,3.97525,20720.18747
BHS,"Bahamas, The",4.45445,10728.16364
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.95398,1443.217201
BMU,,3.53119,
BOL,Bolivia,4.23096,2185.74334
BRA,Brazil,2.12934,5140.32723
BRB,Barbados,2.66022,5869.824543
CAF,Central African Republic,4.56721,486.5823751
CAN,Canada,2.04536,13323.49317
CHE,Switzerland,1.63925,19575.90724
CHL,Chile,3.66277,3544.341265
CHN,China,1.88539,400.3676328
CIV,Côte d'Ivoire,3.53291,1927.099209
CMR,Cameroon,4.44339,1624.202556
COD,"Congo, Democratic Republic of the",4.32738,747.3220637
COG,"Congo, Republic of",5.68927,2196.433901
COL,Colombia,4.0611,3181.312009
COM,Comoros,5.158,845.4003994
CPV,Cabo Verde,4.64941,998.9600579
CRI,Costa Rica,3.46764,3384.581036
CUB,,3.98689,
CYM,,4.88911,
CYP,Cyprus,2.35659,7848.78427
CZE,Czech Republic,,
DEU,Germany,1.2956,12938.43336
DJI,Djibouti,3.09253,
DMA,Dominica,4.46208,2270.748022
DNK,Denmark,1.49893,13795.88951
DOM,Dominican Republic,3.22353,2834.234242
DZA,Algeria,4.98956,5525.977451
ECU,Ecuador,4.47081,3746.022269
EGY,Egypt,4.91696,2706.532588
ERI,Eritrea,,
ESP,Spain,1.40265,9159.803745
EST,Estonia,,
ETH,Ethiopia,,347.3013765
FIN,Finland,2.03172,11625.56334
FJI,Fiji,3.95667,2448.941323
FRA,France,1.18317,12807.00837
FRO,,4.91161,
GAB,Gabon,5.34317,10061.77022
GBR,United Kingdom,1.63498,10410.19557
GEO,Georgia,,
GHA,Ghana,4.73907,914.5108173
GIB,,2.6911,
GIN,Guinea,5.52551,
GMB,"Gambia, The",4.13222,841.0028544
GNB,Guinea-Bissau,4.37048,651.4993414
GNQ,Equatorial Guinea,4.32647,498.0982753
GRC,Greece,2.22067,10083.39491
GRD,Grenada,4.24049,2507.28674
GRL,,4.45615,
GTM,Guatemala,3.05297,3002.598746
GUY,Guyana,4.04341,1738.088036
HKG,Hong Kong SAR,2.37739,8497.329384
HND,Honduras,3.79635,1590.095218
HRV,Croatia,,
HTI,Haiti,2.8657,1185.449468
HUN,Hungary,1.4346,7756.87244
IDN,Indonesia,4.80712,1536.170471
IND,India,1.94507,679.9115505
IRL,Ireland,1.78366,8496.692748
IRN,Iran,6.19827,6517.64175
IRQ,Iraq,6.35404,
ISL,Iceland,4.43716,12933.54064
ISR,Israel,2.5114,8409.543897
ITA,Italy,1.36696,12368.14857
JAM,Jamaica,4.19427,3486.627678
JOR,Jordan,2.54139,4985.834464
JPN,Japan,1.9358,10523.31266
KAZ,Kazakhstan,,
KEN,Kenya,3.13207,1203.259621
KGZ,Kyrgyz Republic,,
KHM,Cambodia,3.80996,
KIR,Kiribati,5.74269,1163.423076
KNA,St. Kitts and Nevis,3.73674,4194.834336
KOR,Korea,1.9489,2852.80831
KWT,Kuwait,4.3921,25870.63199
LAO,Lao P.D.R.,4.29662,701.2237775
LBN,Lebanon,2.36022,4531.365588
LBR,Liberia,4.64416,
LBY,Libya,6.13335,21984.70063
LCA,St. Lucia,4.66291,2574.696762
LKA,Sri Lanka,3.47483,1290.511496
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.59928,
MAR,Morocco,3.32264,1757.267291
MDA,Moldova,,
MDG,Madagascar,4.36618,872.1906768
MDV,Maldives,4.72798,1415.510546
MEX,Mexico,4.08432,6746.568807
MKD,"Macedonia, FYR",,
MLI,Mali,4.42394,551.4425081
MLT,Malta,3.20508,7194.302747
MMR,Myanmar,3.58174,
MNG,Mongolia,4.41215,
MOZ,Mozambique,3.26446,186.3196175
