WB,Country,Product Diversification,GDP
ROW,29,,
ABW,,,
ADO,,3.68106,
AFG,Afghanistan,3.73552,
AGO,Angola,6.07049,1937.47599
AIA,Anguilla,6.01763,
ALB,Albania,3.21724,2729.432394
ARE,United Arab Emirates,5.05643,54024.39854
ARG,Argentina,2.36157,7291.688777
ARM,Armenia,,
ATG,Antigua and Barbuda,3.65233,8087.05253
AUS,Australia,2.44594,15008.06249
AUT,Austria,1.33327,16161.60074
AZE,Azerbaijan,,
BDI,Burundi,5.91696,499.7281173
BEL,Belgium,1.37706,15215.86386
BEN,Benin,4.40748,875.9517995
BFA,Burkina Faso,4.00607,494.8188673
BGD,Bangladesh,3.93276,715.3581808
BGR,Bulgaria,1.81734,7432.29332
BHR,Bahrain,3.58339,22760.9284
BHS,"Bahamas, The",3.88875,13177.56057
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,3.85236,1828.722275
BMU,,3.81126,
BOL,Bolivia,4.43111,2091.987206
BRA,Brazil,2.01315,6326.299852
BRB,Barbados,2.9415,7358.9031
CAF,Central African Republic,4.58677,567.9731724
CAN,Canada,2.11877,16893.64224
CHE,Switzerland,1.63423,23902.40515
CHL,Chile,3.39053,4171.926623
CHN,China,1.90977,676.8164367
CIV,Côte d'Ivoire,4.02096,1942.797798
CMR,Cameroon,4.1117,2192.218394
COD,"Congo, Democratic Republic of the",4.44179,831.9225463
COG,"Congo, Republic of",5.24148,2420.23706
COL,Colombia,4.33252,3904.070814
COM,Comoros,4.67873,972.2578971
CPV,Cabo Verde,4.85731,1323.065367
CRI,Costa Rica,3.56457,4030.271126
CUB,,3.34665,
CYM,,4.39834,
CYP,Cyprus,2.42676,10520.98322
CZE,Czech Republic,,
DEU,Germany,1.3995,16174.60363
DJI,Djibouti,2.49584,
DMA,Dominica,5.09931,3029.441816
DNK,Denmark,1.49389,18239.77733
DOM,Dominican Republic,3.02474,3133.627882
DZA,Algeria,4.85384,6399.531612
ECU,Ecuador,4.40266,4159.536184
EGY,Egypt,4.38032,3642.418179
ERI,Eritrea,,
ESP,Spain,1.53281,11191.1295
EST,Estonia,,
ETH,Ethiopia,,354.5512085
FIN,Finland,2.08865,14515.83488
FJI,Fiji,3.55911,2796.014385
FRA,France,1.17085,15216.56692
FRO,,5.00027,
GAB,Gabon,5.10798,11583.12752
GBR,United Kingdom,1.46672,13420.36802
GEO,Georgia,,
GHA,Ghana,4.47849,1019.370894
GIB,,2.41622,
GIN,Guinea,5.57707,
GMB,"Gambia, The",4.29461,904.0766155
GNB,Guinea-Bissau,3.97547,714.9379002
GNQ,Equatorial Guinea,4.8528,504.3688056
GRC,Greece,2.18232,11652.42609
GRD,Grenada,4.60318,3227.266229
GRL,,5.0941,
GTM,Guatemala,3.73124,2997.651488
GUY,Guyana,4.26986,1895.203453
HKG,Hong Kong SAR,2.58711,11875.40573
HND,Honduras,4.08854,1731.795714
HRV,Croatia,,
HTI,Haiti,3.08587,1247.193264
HUN,Hungary,1.46547,9322.95158
IDN,Indonesia,3.82774,2009.455968
IND,India,2.28065,868.8303255
IRL,Ireland,1.91615,9926.42769
IRN,Iran,5.85034,6016.054618
IRQ,Iraq,5.92845,
ISL,Iceland,4.19124,15713.96192
ISR,Israel,2.66839,10108.39911
ITA,Italy,1.40867,15456.61675
JAM,Jamaica,3.58835,4206.681503
JOR,Jordan,2.78443,5079.558345
JPN,Japan,2.19752,13692.15178
KAZ,Kazakhstan,,
KEN,Kenya,3.65822,1370.205229
KGZ,Kyrgyz Republic,,
KHM,Cambodia,2.80232,
KIR,Kiribati,5.08971,1161.837307
KNA,St. Kitts and Nevis,2.85315,6065.068301
KOR,Korea,2.00813,4623.631753
KWT,Kuwait,4.62979,28072.11059
LAO,Lao P.D.R.,3.57871,895.2393518
LBN,Lebanon,2.70087,10277.04023
LBR,Liberia,4.49442,
LBY,Libya,5.78504,17285.74201
LCA,St. Lucia,5.77441,4005.326771
LKA,Sri Lanka,3.65444,1692.399335
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.75901,
MAR,Morocco,3.16313,2166.273488
MDA,Moldova,,
MDG,Madagascar,4.39382,940.251351
MDV,Maldives,4.9815,2097.105795
MEX,Mexico,2.68916,6945.341496
MKD,"Macedonia, FYR",,
MLI,Mali,4.6766,674.5865144
MLT,Malta,3.21811,8410.645556
MMR,Myanmar,3.66402,
MNG,Mongolia,4.32601,
MOZ,Mozambique,3.13554,156.1045922
MRT,Mauritania,4.83005,
MSR,,3.43701,
MUS,Mauritius,3.79534,3307.42196
MWI,Malawi,4.72358,432.6888737
MYS,Malaysia,2.92947,4824.471864
NCL,,5.30587,
NER,Niger,5.40859,573.1824886
NGA,Nigeria,6.1101,
NIC,Nicaragua,4.40845,
NLD,Netherlands,1.16988,16231.7208
NOR,Norway,2.76847,23823.22346
NPL,Nepal,3.1745,615.5840624
NZL,New Zealand,2.38329,12868.63723
OMN,Oman,5.60345,16402.85962
PAK,Pakistan,3.07379,1457.651113
PAN,Panama,3.11978,4982.280447
PER,Peru,3.01214,4059.070113
PHL,Philippines,2.62496,2076.588518
PNG,Papua New Guinea,3.85371,911.7164955
POL,Poland,2.08435,5735.534771
PRK,,2.22843,
PRT,Portugal,2.12942,8541.754673
PRY,Paraguay,3.73573,3143.426763
PYF,,4.62555,
QAT,Qatar,5.40048,55993.29233
ROU,Romania,2.42922,7327.29536
RUS,Russia,,
RWA,Rwanda,5.63143,634.0098176
SAU,Saudi Arabia,5.23736,25922.45009
SDN,Sudan,3.94884,513.3212567
SEN,Senegal,3.2545,1075.972271
SGP,Singapore,2.32391,14483.09662
SLB,Solomon Islands,3.91816,807.9848578
SLE,Sierra Leone,4.19013,420.0746765
SLV,El Salvador,4.47935,2417.777468
SOM,Somalia,4.61156,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.31503,1479.934628
SUR,Suriname,4.00223,
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.65682,16315.38909
SYC,Seychelles,4.4336,6191.321352
SYR,Syria,3.70387,2411.306023
TCD,Chad,5.54602,644.5370302
TGO,Togo,4.33329,852.6649579
THA,Thailand,2.38786,2550.914063
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,3.4365,2133.934544
TTO,Trinidad and Tobago,4.09971,7743.934848
TUN,Tunisia,3.30918,2894.18771
TUR,Turkey,2.07026,5270.290065
TZA,Tanzania,4.10573,785.9431474
UGA,Uganda,6.04851,446.2522767
UKR,Ukraine,,
URY,Uruguay,2.51691,5291.723204
USA,United States,1.46488,19078.40777
UZB,Uzbekistan,,
VCT,St. Vincent and the Grenadines,4.47697,2724.407963
VEN,Venezuela,4.20536,9087.705932
VGB,,3.98238,
VNM,Vietnam,3.80225,739.0008727
WSM,Samoa,3.39868,
YEM,Yemen,2.79597,
ZAF,South Africa,2.17924,5620.301135
ZMB,Zambia,5.27994,1536.344037
ZWE,Zimbabwe,2.96593,
