WB,Country,Product Diversification,GDP
ROW,31,,
ABW,,4.46553,
ADO,,3.31735,
AFG,Afghanistan,3.93293,
AGO,Angola,5.91586,2156.606202
AIA,Anguilla,3.40853,
ALB,Albania,2.98399,2723.593301
ARE,United Arab Emirates,4.80194,47302.79592
ARG,Argentina,2.16153,7599.529447
ARM,Armenia,,
ATG,Antigua and Barbuda,3.24399,10015.82507
AUS,Australia,2.31344,16847.6015
AUT,Austria,1.38833,17564.35395
AZE,Azerbaijan,,
BDI,Burundi,5.65573,554.7745688
BEL,Belgium,1.45343,17273.927
BEN,Benin,3.48559,884.6670478
BFA,Burkina Faso,4.649,525.824859
BGD,Bangladesh,3.85306,758.836719
BGR,Bulgaria,1.78232,8542.092573
BHR,Bahrain,3.36113,23565.53013
BHS,"Bahamas, The",3.90521,14286.66883
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,
BLZ,Belize,4.07886,2507.874491
BMU,,5.9531,
BOL,Bolivia,3.81709,2246.604915
BRA,Brazil,1.93135,6717.327108
BRB,Barbados,2.45747,8294.472422
CAF,Central African Republic,4.73847,588.8712931
CAN,Canada,2.02511,18994.22582
CHE,Switzerland,1.66561,26271.15816
CHL,Chile,3.50922,4892.488851
CHN,China,1.74162,864.8071187
CIV,Côte d'Ivoire,3.67964,1979.311012
CMR,Cameroon,4.21725,1981.487236
COD,"Congo, Democratic Republic of the",4.31627,853.5549252
COG,"Congo, Republic of",5.21763,3015.511936
COL,Colombia,3.69361,4359.285253
COM,Comoros,4.64767,1011.308798
CPV,Cabo Verde,4.16381,1489.341622
CRI,Costa Rica,3.37459,4388.286271
CUB,,3.84066,
CYM,,4.20346,
CYP,Cyprus,2.57262,12686.00663
CZE,Czech Republic,,
DEU,Germany,1.41969,17958.4601
DJI,Djibouti,2.48088,
DMA,Dominica,4.70279,3712.193772
DNK,Denmark,1.48112,19357.08591
DOM,Dominican Republic,3.06161,3566.689301
DZA,Algeria,4.44421,6259.969489
ECU,Ecuador,4.28034,4359.301732
EGY,Egypt,4.02978,4019.836328
ERI,Eritrea,,
ESP,Spain,1.47027,13161.44661
EST,Estonia,,
ETH,Ethiopia,,404.1295863
FIN,Finland,2.07718,16674.51844
FJI,Fiji,3.42661,2835.028211
FRA,France,1.25003,17179.71651
FRO,,4.69303,
GAB,Gabon,4.93448,10306.77504
GBR,United Kingdom,1.37298,15811.97419
GEO,Georgia,,
GHA,Ghana,4.25056,1138.73569
GIB,,3.66476,
GIN,Guinea,5.22573,
GMB,"Gambia, The",4.29931,925.9787069
GNB,Guinea-Bissau,4.30316,785.7306247
GNQ,Equatorial Guinea,4.88655,535.569512
GRC,Greece,2.20213,12523.34857
GRD,Grenada,3.98339,3926.9412
GRL,,4.95468,
GTM,Guatemala,2.97073,3256.28265
GUY,Guyana,4.13943,1888.835789
