WB,Country,Product Diversification,GDP
ROW,34,,
ABW,,4.47202,
ADO,,2.89611,
AFG,Afghanistan,3.85836,
AGO,Angola,6.176,2155.36072
AIA,Anguilla,2.94903,
ALB,Albania,2.88529,2155.35771
ARE,United Arab Emirates,4.98102,71424.96013
ARG,Argentina,2.10543,8186.217888
ARM,Armenia,,
ATG,Antigua and Barbuda,3.31278,12503.68681
AUS,Australia,2.21356,18911.17146
AUT,Austria,1.37785,21541.53639
AZE,Azerbaijan,,
BDI,Burundi,5.27494,628.1169632
BEL,Belgium,1.45056,20663.45474
BEN,Benin,4.75433,987.3367312
BFA,Burkina Faso,5.48975,598.7952684
BGD,Bangladesh,4.12006,892.1625816
BGR,Bulgaria,1.89095,7863.987339
BHR,Bahrain,3.43112,25769.99472
BHS,"Bahamas, The",3.94827,14930.24841
BIH,Bosnia and Herzegovina,,
BLR,Belarus,,5382.274369
BLZ,Belize,3.9275,3686.797945
BMU,,5.67939,
BOL,Bolivia,3.49516,2687.182206
BRA,Brazil,1.8703,7006.620655
BRB,Barbados,2.61021,8889.136785
CAF,Central African Republic,4.82665,638.619979
CAN,Canada,1.97678,20271.60532
CHE,Switzerland,1.70086,30475.42559
CHL,Chile,3.28003,6402.574777
CHN,China,1.98057,1090.978701
CIV,Côte d'Ivoire,3.70132,1992.228091
CMR,Cameroon,4.34297,1786.684702
COD,"Congo, Democratic Republic of the",4.44928,728.0450408
COG,"Congo, Republic of",5.25067,3729.173484
COL,Colombia,3.25619,5038.985743
COM,Comoros,4.90011,1054.052148
CPV,Cabo Verde,4.34046,1672.45898
CRI,Costa Rica,3.17605,5081.786214
CUB,,4.04924,
CYM,,4.30748,
CYP,Cyprus,2.714,15526.97497
CZE,Czech Republic,,
DEU,Germany,1.38574,22117.75224
DJI,Djibouti,2.0505,2347.778464
DMA,Dominica,4.41678,4454.328629
DNK,Denmark,1.53287,22239.22251
DOM,Dominican Republic,3.22187,3729.81294
DZA,Algeria,4.6943,6835.344568
ECU,Ecuador,4.47542,4909.836802
EGY,Egypt,3.51053,4575.041271
ERI,Eritrea,,
ESP,Spain,1.69667,16274.93455
EST,Estonia,,
ETH,Ethiopia,,385.7525494
FIN,Finland,2.07304,17939.23677
FJI,Fiji,3.39279,3616.570593
FRA,France,1.34521,20432.11683
FRO,,5.21075,
GAB,Gabon,5.60808,13706.63893
GBR,United Kingdom,1.42216,17818.2469
GEO,Georgia,,3704.954287
GHA,Ghana,4.15078,1343.697835
GIB,,3.23667,
GIN,Guinea,5.3282,718.2781657
GMB,"Gambia, The",4.83189,1029.682241
GNB,Guinea-Bissau,4.71099,951.2002967
GNQ,Equatorial Guinea,5.14843,542.8144237
GRC,Greece,2.24728,14546.08578
GRD,Grenada,3.48259,4875.217379
GRL,,5.18572,
GTM,Guatemala,2.89321,3722.760272
GUY,Guyana,4.35735,2103.948434
HKG,Hong Kong SAR,2.35214,18548.24966
HND,Honduras,3.49817,2118.96082
HRV,Croatia,,
HTI,Haiti,3.34907,1345.974602
HUN,Hungary,1.51977,9987.290458
IDN,Indonesia,3.01336,3189.059284
IND,India,2.16151,1192.386549
IRL,Ireland,1.99532,14537.34617
IRN,Iran,5.8139,8018.380455
IRQ,Iraq,5.14572,
ISL,Iceland,4.43154,19289.59385
ISR,Israel,2.6443,13066.10677
ITA,Italy,1.42701,20981.6283
JAM,Jamaica,3.9657,5472.141715
JOR,Jordan,2.95246,4271.830168
JPN,Japan,2.1538,20326.51174
KAZ,Kazakhstan,,
KEN,Kenya,2.9686,1709.789645
KGZ,Kyrgyz Republic,,
KHM,Cambodia,4.36257,747.9563207
KIR,Kiribati,5.03088,1163.191844
KNA,St. Kitts and Nevis,4.04987,9953.385602
KOR,Korea,1.94341,8488.725538
KWT,Kuwait,4.73104,23396.41891
LAO,Lao P.D.R.,4.36409,1075.401611
LBN,Lebanon,2.4017,6617.708346
LBR,Liberia,4.64211,
LBY,Libya,5.71385,20320.75711
LCA,St. Lucia,4.79541,6194.734982
LKA,Sri Lanka,3.35134,2381.668547
LTU,Lithuania,,
LVA,Latvia,,
MAC,Macao SAR,3.79043,
MAR,Morocco,3.12827,2866.517475
MDA,Moldova,,
MDG,Madagascar,3.38686,1008.325221
MDV,Maldives,4.50524,2797.704714
MEX,Mexico,2.35158,8592.599093
MKD,"Macedonia, FYR",,
MLI,Mali,5.19201,984.165421
MLT,Malta,3.58322,12756.21361
MMR,Myanmar,3.87872,
MNG,Mongolia,3.28757,3280.430627
MOZ,Mozambique,2.81009,252.8615511
MRT,Mauritania,4.95429,1890.978689
MSR,,3.6028,
MUS,Mauritius,3.84129,5171.873696
MWI,Malawi,5.05786,494.1676375
MYS,Malaysia,2.52623,7539.113444
NCL,,5.35263,
NER,Niger,5.28596,632.0362264
NGA,Nigeria,6.00349,1674.025719
NIC,Nicaragua,3.4608,
NLD,Netherlands,1.17314,22014.48388
NOR,Norway,3.08293,29620.74841
NPL,Nepal,4.05349,821.8399318
NZL,New Zealand,2.21847,14707.87074
OMN,Oman,5.76282,21952.195
PAK,Pakistan,3.30621,1966.894109
PAN,Panama,3.1256,5412.676925
PER,Peru,3.16361,3538.282319
PHL,Philippines,2.47204,2645.089151
PNG,Papua New Guinea,3.95398,1047.144617
POL,Poland,1.74578,6295.048859
PRK,,2.16578,
PRT,Portugal,2.22411,13688.40056
PRY,Paraguay,3.8529,3990.289346
PYF,,4.85783,
QAT,Qatar,4.95656,46083.05621
ROU,Romania,2.13846,6627.581122
RUS,Russia,,13154.92182
RWA,Rwanda,5.27303,580.7977297
SAU,Saudi Arabia,5.45202,33399.79731
SDN,Sudan,4.15829,626.8226367
SEN,Senegal,3.40096,1225.585079
SGP,Singapore,2.49982,23751.93189
SLB,Solomon Islands,4.02967,1029.044029
SLE,Sierra Leone,4.51183,505.2923616
SLV,El Salvador,3.04464,3032.399081
SOM,Somalia,4.5427,
SRB,Serbia,,
STP,São Tomé and Príncipe,5.12184,1534.963387
SUR,Suriname,5.05955,5863.443871
SVK,Slovak Republic,,
SVN,Slovenia,,
SWE,Sweden,1.73205,20216.35061
SYC,Seychelles,4.97728,9171.604803
SYR,Syria,4.79488,3171.358003
TCD,Chad,5.67797,872.3847816
TGO,Togo,4.18126,1033.498166
THA,Thailand,2.06533,4720.982924
TJK,Tajikistan,,
TKM,Turkmenistan,,
TON,Tonga,4.21827,2709.191533
TTO,Trinidad and Tobago,3.51594,8349.542107
TUN,Tunisia,3.24069,3755.64381
TUR,Turkey,2.09393,7269.521811
TZA,Tanzania,3.01259,1002.257975
UGA,Uganda,5.26515,571.6776464
